fixed acidity,volatile acidity,citric acid,chlorides,free sulfur dioxide,density,alcohol,quality
5.8,0.32,0.38,0.033,23.0,0.991,11.8,7
5.8,0.32,0.38,0.033,23.0,0.991,11.8,7
5.7,0.32,0.38,0.033,23.0,0.991,11.8,7
6.7,0.28,0.14,0.043,64.0,0.992,10.0,5
5.9,0.25,0.25,0.052,30.0,0.997,9.5,6
8.1,0.46,0.31,0.052,50.0,0.9923,11.2,5
6.2,0.36,0.26,0.051,54.0,0.9976,9.0,5
6.8,0.22,0.35,0.043,21.0,0.9938,10.7,7
7.2,0.28,0.3,0.044,61.0,0.9972,9.1,6
6.7,0.17,0.37,0.039,34.0,0.9922,10.8,7
6.9,0.2,0.34,0.043,25.0,0.9935,10.1,4
6.1,0.36,0.16,0.037,36.0,0.9944,9.9,6
6.0,0.36,0.16,0.036,36.0,0.9942,9.8,5
5.9,0.37,0.14,0.036,34.0,0.9944,9.8,5
6.3,0.34,0.28,0.047,49.0,0.9977,9.5,5
6.7,0.19,0.34,0.022,22.0,0.9912,11.1,6
7.5,0.31,0.51,0.039,62.0,0.9982,9.5,5
7.5,0.31,0.51,0.039,62.0,0.9982,9.5,5
7.4,0.31,0.48,0.042,62.0,0.9983,9.4,5
5.9,0.34,0.22,0.03,19.0,0.9894,13.9,7
6.6,0.38,0.18,0.042,20.0,0.9927,10.1,4
6.4,0.33,0.28,0.038,30.0,0.9917,10.5,6
5.6,0.25,0.26,0.037,18.0,0.9904,12.6,6
8.6,0.27,0.46,0.032,13.0,0.993,10.9,5
6.2,0.31,0.21,0.041,50.0,0.9941,10.0,5
7.2,0.18,0.45,0.046,57.0,0.9943,11.2,6
7.7,0.2,0.44,0.05,44.0,0.99855,10.0,6
6.2,0.47,0.21,0.044,13.0,0.99345,9.2,5
6.1,0.25,0.24,0.046,51.0,0.998,9.5,5
8.2,0.27,0.43,0.035,31.0,0.9916,12.3,6
8.2,0.27,0.43,0.035,31.0,0.9916,12.3,6
6.4,0.31,0.39,0.04,57.0,0.99475,10.0,5
6.0,0.39,0.26,0.038,39.0,0.99325,10.8,6
6.2,0.21,0.27,0.038,41.0,0.9933,10.5,7
7.7,0.42,0.31,0.048,22.0,0.9969,9.2,6
7.0,0.27,0.41,0.042,34.0,1.0002,9.1,5
6.2,0.21,0.27,0.038,41.0,0.9933,10.5,7
7.4,0.29,0.5,0.042,35.0,0.9937,10.2,7
6.6,0.29,0.44,0.053,62.0,0.99685,8.9,5
6.0,0.3,0.44,0.046,15.0,0.99455,10.4,5
6.9,0.31,0.34,0.032,23.0,0.9917,11.7,6
7.8,0.3,0.4,0.028,23.0,0.9914,10.9,7
6.4,0.39,0.21,0.041,35.0,0.99225,10.2,5
6.4,0.24,0.31,0.038,41.0,0.99155,11.7,7
7.0,0.21,0.34,0.057,19.0,0.9954,9.4,5
6.4,0.16,0.31,0.043,42.0,0.99455,10.5,5
6.5,0.23,0.33,0.042,25.0,0.99695,10.4,6
6.2,0.25,0.48,0.044,78.0,0.99655,9.5,6
8.8,0.28,0.45,0.022,14.0,0.9934,11.1,7
6.6,0.25,0.3,0.052,40.0,0.998,9.1,6
6.9,0.38,0.25,0.04,28.0,0.9971,9.2,5
6.4,0.25,0.3,0.038,15.0,0.9948,9.6,6
6.6,0.25,0.3,0.052,40.0,0.998,9.1,6
6.9,0.38,0.25,0.04,28.0,0.9971,9.2,5
7.1,0.21,0.31,0.021,40.0,0.99215,10.8,7
6.4,0.25,0.3,0.038,15.0,0.9948,9.6,6
5.8,0.2,0.3,0.031,21.0,0.99115,11.0,6
7.0,0.2,0.37,0.03,26.0,0.9932,10.2,6
5.9,0.26,0.25,0.034,38.0,0.9977,9.4,5
7.4,0.38,0.27,0.041,24.0,0.99535,10.0,5
7.0,0.21,0.34,0.033,31.0,0.9953,10.5,6
7.2,0.29,0.4,0.024,56.0,0.9928,11.5,6
6.9,0.18,0.38,0.049,44.0,0.9958,9.8,6
7.3,0.3,0.42,0.025,51.0,0.9928,11.4,6
7.2,0.29,0.4,0.024,56.0,0.9928,11.5,6
6.9,0.2,0.5,0.036,78.0,0.9964,10.2,6
7.0,0.21,0.34,0.033,31.0,0.9953,10.5,6
7.1,0.28,0.44,0.032,32.0,0.9907,12.2,7
5.8,0.25,0.28,0.056,45.0,0.99755,9.5,5
6.9,0.18,0.38,0.049,44.0,0.9958,9.8,6
7.0,0.2,0.38,0.05,42.0,0.99585,9.8,6
6.3,0.3,0.28,0.042,36.0,0.99505,9.5,6
7.2,0.27,0.42,0.05,35.0,0.992,11.0,6
6.8,0.2,0.36,0.028,7.0,0.99175,10.9,6
6.7,0.11,0.34,0.043,41.0,0.9962,9.3,7
6.7,0.11,0.34,0.043,41.0,0.9962,9.3,7
6.8,0.12,0.31,0.045,29.0,0.9942,9.8,7
6.1,0.27,0.3,0.039,49.0,0.99985,9.4,5
8.3,0.14,0.45,0.039,18.0,0.99215,11.0,6
7.2,0.23,0.19,0.052,47.0,0.99865,9.0,5
7.8,0.29,0.22,0.056,44.0,0.99715,9.3,6
7.2,0.23,0.19,0.052,47.0,0.99865,9.0,5
7.6,0.3,0.27,0.039,31.0,0.99815,9.3,6
7.7,0.34,0.28,0.04,31.0,0.99815,9.2,6
7.7,0.34,0.28,0.04,31.0,0.99815,9.2,6
5.8,0.34,0.16,0.037,26.0,0.9949,10.0,7
7.6,0.3,0.27,0.039,31.0,0.99815,9.3,6
7.7,0.34,0.28,0.04,31.0,0.99815,9.2,6
5.9,0.24,0.3,0.033,28.0,0.99225,10.9,7
5.9,0.24,0.3,0.033,28.0,0.99225,10.9,7
7.4,0.32,0.27,0.049,38.0,0.99335,9.3,5
7.2,0.31,0.26,0.05,37.0,0.99625,9.0,5
7.8,0.42,0.23,0.054,42.0,0.9971,9.2,6
6.9,0.24,0.33,0.046,47.0,0.9983,9.6,6
5.4,0.18,0.24,0.041,30.0,0.99445,9.4,6
6.0,0.28,0.49,0.048,61.0,0.9953,9.3,5
6.8,0.39,0.35,0.044,57.0,0.99775,9.3,5
6.6,0.21,0.31,0.039,46.0,0.99795,9.8,7
7.3,0.32,0.34,0.032,24.0,0.99505,9.8,6
6.4,0.31,0.26,0.046,57.0,0.9975,9.6,5
6.2,0.29,0.26,0.046,55.0,0.99745,9.6,6
6.0,0.39,0.17,0.046,65.0,0.9976,9.0,6
6.2,0.3,0.26,0.046,57.0,0.99775,9.5,6
6.0,0.28,0.49,0.048,61.0,0.9953,9.3,5
6.4,0.35,0.28,0.055,9.0,0.99405,9.1,7
6.5,0.26,0.32,0.045,44.0,1.0,9.5,6
7.9,0.35,0.24,0.072,44.0,0.99785,10.5,6
6.2,0.3,0.17,0.04,24.0,0.9939,9.0,5
8.4,0.18,0.42,0.036,7.0,0.9939,11.7,5
6.6,0.56,0.22,0.034,27.0,0.99675,9.1,5
6.2,0.3,0.17,0.04,24.0,0.9939,9.0,5
6.6,0.56,0.22,0.034,27.0,0.99675,9.1,5
6.8,0.18,0.21,0.053,34.0,0.99445,9.4,5
6.7,0.19,0.23,0.047,36.0,0.9945,9.6,6
8.4,0.18,0.42,0.036,7.0,0.9939,11.7,5
7.0,0.21,0.37,0.042,36.0,0.9958,9.8,6
6.8,0.25,0.38,0.046,24.0,0.9956,10.2,6
7.1,0.16,0.36,0.044,20.0,0.9959,10.9,7
7.1,0.16,0.36,0.043,21.0,0.9925,11.0,7
7.4,0.17,0.4,0.037,34.0,0.9935,11.5,4
6.9,0.25,0.34,0.035,27.0,0.99045,12.2,6
7.5,0.34,0.35,0.034,12.0,0.9924,12.0,7
7.6,0.33,0.35,0.036,12.0,0.9924,12.0,7
8.7,0.23,0.32,0.044,35.0,0.99975,8.8,7
8.7,0.23,0.32,0.044,35.0,0.99975,8.8,7
6.9,0.19,0.35,0.036,33.0,0.99315,10.8,7
6.6,0.22,0.37,0.035,62.0,0.99845,9.3,5
9.2,0.34,0.27,0.026,17.0,0.9921,10.8,5
8.7,0.23,0.32,0.044,35.0,0.99975,8.8,7
6.0,0.2,0.24,0.03,30.0,0.9909,11.5,6
6.9,0.19,0.35,0.036,33.0,0.99315,10.8,7
8.2,0.38,0.49,0.042,58.0,0.99855,9.4,5
7.4,0.2,0.35,0.038,30.0,0.9949,10.3,7
8.2,0.38,0.49,0.042,58.0,0.99855,9.4,5
8.2,0.4,0.48,0.042,59.0,0.9986,9.4,5
6.7,0.22,0.39,0.038,60.0,0.99725,10.0,7
7.3,0.25,0.42,0.041,57.0,0.9996,9.1,7
6.2,0.28,0.33,0.029,24.0,0.99,12.1,6
6.1,0.27,0.33,0.021,26.0,0.9886,12.5,6
7.3,0.24,0.29,0.037,37.0,0.9926,10.1,6
6.3,0.26,0.21,0.03,24.0,0.9915,10.7,6
7.7,0.15,0.29,0.029,10.0,0.9932,10.1,5
7.1,0.21,0.32,0.037,28.0,0.993,10.0,7
7.1,0.21,0.32,0.037,28.0,0.993,10.0,7
8.8,0.36,0.44,0.04,9.0,0.9953,9.9,6
7.4,0.26,0.43,0.022,22.0,0.9928,11.5,6
7.4,0.26,0.43,0.022,22.0,0.9928,11.5,6
6.8,0.23,0.29,0.035,38.0,0.9976,9.8,6
6.1,0.34,0.27,0.024,20.0,0.9906,12.2,7
7.3,0.26,0.31,0.04,39.0,0.9918,11.4,6
6.5,0.3,0.32,0.044,34.0,0.99185,11.0,7
7.3,0.26,0.31,0.04,39.0,0.9918,11.4,6
6.5,0.3,0.32,0.044,34.0,0.99185,11.0,7
5.8,0.26,0.18,0.031,40.0,0.9908,11.0,7
5.9,0.26,0.3,0.036,38.0,0.9928,9.4,5
7.0,0.31,0.29,0.037,33.0,0.9896,12.2,7
5.8,0.26,0.18,0.031,40.0,0.9908,11.0,7
5.6,0.19,0.39,0.043,17.0,0.9918,10.3,6
6.8,0.18,0.28,0.047,52.0,0.9952,10.5,6
7.0,0.29,0.26,0.044,12.0,0.9923,10.5,6
6.6,0.26,0.29,0.039,13.0,0.9915,10.9,6
6.8,0.18,0.28,0.047,52.0,0.9952,10.5,6
6.6,0.2,0.38,0.052,30.0,0.9947,11.0,7
8.0,0.29,0.29,0.046,26.0,0.9983,9.7,6
6.1,0.28,0.35,0.048,63.0,0.9975,8.9,5
5.9,0.31,0.3,0.047,60.0,0.995,9.6,6
8.4,0.19,0.42,0.047,9.0,0.994,11.1,4
8.3,0.27,0.45,0.048,8.0,0.9944,10.3,4
8.0,0.23,0.37,0.054,23.0,0.99795,9.8,4
7.5,0.24,0.31,0.049,46.0,0.9985,8.8,5
6.3,0.33,0.2,0.04,24.0,0.99425,9.9,5
6.2,0.33,0.19,0.042,22.0,0.99425,9.9,5
6.3,0.34,0.19,0.041,22.0,0.9943,9.9,5
8.0,0.32,0.26,0.05,11.5,0.9946,9.5,4
7.4,0.13,0.39,0.042,36.0,0.995,10.3,7
7.7,0.3,0.32,0.037,23.0,0.9919,11.0,6
7.0,0.24,0.34,0.031,27.0,0.99,11.9,6
8.6,0.18,0.4,0.04,20.0,0.9923,10.2,7
7.0,0.11,0.32,0.057,59.0,0.9956,9.4,7
6.5,0.26,0.27,0.044,69.0,0.9967,10.0,6
6.3,0.27,0.23,0.047,13.0,0.9936,9.8,5
5.4,0.595,0.1,0.042,26.0,0.9932,9.3,5
6.7,0.25,0.33,0.057,52.0,0.9934,9.5,7
6.5,0.25,0.35,0.055,47.0,0.998,10.0,5
7.7,0.17,0.52,0.017,21.0,0.9929,11.9,7
6.4,0.26,0.43,0.033,64.0,0.9974,8.9,5
5.9,0.29,0.33,0.037,58.0,0.99495,9.6,5
6.2,0.28,0.43,0.039,64.0,0.99745,8.9,5
6.1,0.27,0.44,0.041,61.0,0.99505,8.9,5
6.4,0.43,0.32,0.048,10.0,0.992,11.4,5
6.2,0.35,0.29,0.044,56.0,0.9956,10.0,6
7.7,0.24,0.29,0.044,39.0,0.9982,9.6,7
6.2,0.34,0.28,0.034,40.0,0.99485,9.7,5
6.3,0.27,0.46,0.037,61.0,0.9971,9.5,6
5.4,0.415,0.19,0.039,27.0,0.99265,10.0,7
6.9,0.48,0.36,0.03,31.0,0.9904,12.2,7
6.5,0.18,0.33,0.051,16.0,0.9965,8.7,7
6.7,0.15,0.29,0.058,28.0,0.9946,10.2,7
8.5,0.16,0.35,0.039,24.0,0.9935,10.0,5
7.3,0.25,0.39,0.034,8.0,0.9942,11.5,5
7.6,0.345,0.26,0.043,15.0,0.9936,9.5,5
7.6,0.22,0.34,0.035,26.0,0.9965,9.8,6
6.5,0.17,0.33,0.028,14.0,0.9928,10.1,6
8.2,0.23,0.37,0.042,39.0,0.9928,10.0,5
7.6,0.22,0.34,0.035,26.0,0.9965,9.8,6
7.6,0.345,0.26,0.043,15.0,0.9936,9.5,5
7.5,0.32,0.26,0.042,13.0,0.9938,9.5,5
6.6,0.23,0.32,0.041,25.0,0.9926,10.2,7
6.6,0.2,0.32,0.039,25.0,0.9926,10.2,7
7.3,0.24,0.34,0.05,38.0,0.9983,9.0,6
7.3,0.24,0.34,0.05,38.0,0.9983,9.0,6
8.0,0.42,0.36,0.037,34.0,0.992,12.3,7
7.3,0.24,0.34,0.05,38.0,0.9983,9.0,6
6.1,0.19,0.25,0.023,23.0,0.9923,11.6,6
5.9,0.26,0.21,0.034,36.0,0.9972,9.5,6
8.3,0.23,0.43,0.035,14.0,0.9928,11.5,5
6.5,0.34,0.28,0.041,43.0,0.9928,9.6,6
6.8,0.22,0.35,0.039,38.0,0.9994,9.0,6
6.5,0.08,0.33,0.028,23.0,0.991,12.0,7
5.5,0.42,0.09,0.019,18.0,0.9906,11.4,7
6.0,0.27,0.19,0.02,24.0,0.9898,12.6,7
6.8,0.22,0.35,0.039,38.0,0.9994,9.0,6
6.5,0.08,0.33,0.028,23.0,0.991,12.0,7
7.6,0.3,0.25,0.054,22.0,0.9956,9.2,5
6.6,0.13,0.3,0.058,47.0,0.9946,10.3,6
6.5,0.14,0.33,0.05,53.0,0.9966,8.6,5
7.7,0.28,0.33,0.037,32.0,0.9951,10.7,7
7.7,0.28,0.33,0.037,32.0,0.9951,10.7,7
5.1,0.39,0.21,0.027,15.0,0.9894,12.5,6
5.7,0.36,0.34,0.026,21.0,0.9907,11.9,6
6.9,0.19,0.33,0.043,63.0,0.9925,10.8,5
6.0,0.41,0.21,0.05,29.0,0.9928,10.5,6
7.4,0.28,0.3,0.054,44.0,0.9941,10.3,6
7.4,0.3,0.3,0.053,45.0,0.9941,10.3,6
6.9,0.19,0.33,0.043,63.0,0.9925,10.8,5
7.7,0.28,0.39,0.036,8.0,0.9935,12.0,7
8.6,0.16,0.38,0.04,41.0,0.9932,10.2,6
8.2,0.26,0.44,0.046,7.0,0.9944,10.2,4
6.5,0.25,0.27,0.049,75.0,0.9972,9.9,5
7.0,0.24,0.18,0.046,9.0,0.994,10.1,4
8.6,0.18,0.36,0.04,24.0,0.9956,9.5,6
7.8,0.27,0.34,0.046,27.0,0.9927,10.5,6
6.0,0.26,0.34,0.046,6.0,0.9924,10.4,5
6.1,0.24,0.27,0.062,33.0,0.9966,9.5,6
8.0,0.24,0.3,0.056,43.0,0.9997,9.2,6
8.0,0.19,0.36,0.05,16.0,0.9936,9.8,7
6.4,0.28,0.41,0.045,61.0,0.9952,9.4,5
6.4,0.28,0.43,0.045,60.0,0.9952,9.4,6
6.9,0.24,0.39,0.063,18.0,0.9928,10.4,7
5.8,0.36,0.26,0.038,40.0,0.9911,11.3,6
6.6,0.18,0.28,0.044,18.0,0.993,10.8,6
5.8,0.36,0.26,0.038,40.0,0.9911,11.3,6
6.6,0.22,0.37,0.059,45.0,0.993,10.3,7
8.3,0.15,0.39,0.055,32.0,0.993,10.5,6
7.6,0.16,0.44,0.043,25.0,0.9932,10.3,6
7.7,0.16,0.41,0.048,60.0,0.9932,11.2,7
8.3,0.16,0.48,0.057,31.0,0.9943,10.3,6
6.2,0.25,0.47,0.048,62.0,0.9968,9.5,5
7.6,0.39,0.22,0.036,19.0,0.9926,10.2,5
7.6,0.16,0.44,0.043,25.0,0.9932,10.3,6
7.1,0.18,0.42,0.045,47.0,0.9916,10.5,6
8.3,0.14,0.26,0.049,56.0,0.9946,9.5,6
8.6,0.2,0.42,0.041,35.0,0.9925,11.4,7
8.6,0.2,0.42,0.041,35.0,0.9925,11.4,7
7.6,0.19,0.38,0.06,48.0,0.9962,10.5,6
6.2,0.15,0.46,0.039,38.0,0.993,9.7,6
6.6,0.14,0.44,0.042,47.0,0.993,10.2,6
8.0,0.55,0.17,0.04,13.0,0.9956,9.5,4
7.0,0.24,0.35,0.052,51.0,0.9941,10.4,7
6.3,0.6,0.44,0.05,50.0,0.9972,9.3,4
7.1,0.2,0.41,0.054,24.0,0.9948,10.5,6
6.2,0.34,0.29,0.047,45.0,0.9955,10.0,6
7.1,0.3,0.36,0.055,44.5,0.9972,10.2,6
7.1,0.3,0.36,0.055,44.5,0.9972,10.2,6
8.8,0.17,0.38,0.04,39.0,0.9942,10.2,6
7.1,0.47,0.24,0.044,11.0,0.9956,9.7,5
7.1,0.15,0.34,0.034,33.0,0.9953,9.3,7
7.5,0.17,0.34,0.035,13.0,0.9918,11.0,5
7.7,0.275,0.3,0.039,19.0,0.992,10.7,5
7.3,0.49,0.32,0.043,18.0,0.9952,10.7,4
7.2,0.21,0.37,0.049,23.0,0.9924,10.9,7
7.3,0.15,0.4,0.05,24.0,0.9932,10.5,5
6.5,0.19,0.1,0.046,23.0,0.9937,10.0,5
7.0,0.31,0.52,0.029,5.0,0.9918,10.4,5
8.3,0.4,0.38,0.038,15.0,0.9934,9.2,5
6.1,0.37,0.36,0.035,36.0,0.991,12.6,6
7.3,0.24,0.34,0.048,29.0,0.9962,9.0,5
7.6,0.29,0.42,0.035,18.0,0.9908,11.3,5
9.4,0.29,0.55,0.05,17.0,0.9962,10.3,4
7.0,0.31,0.52,0.029,5.0,0.9918,10.4,5
8.6,0.26,0.41,0.049,29.0,0.9941,10.0,5
7.5,0.21,0.34,0.06,26.0,0.9931,10.7,6
7.5,0.21,0.34,0.06,26.0,0.9931,10.7,6
5.3,0.3,0.2,0.077,48.0,0.9944,8.7,4
8.0,0.26,0.36,0.054,30.0,0.992,11.6,7
7.0,0.21,0.28,0.07,45.0,0.9966,9.4,5
6.7,0.26,0.26,0.079,35.5,0.9956,9.5,5
6.7,0.26,0.26,0.073,36.0,0.9956,9.5,5
8.1,0.26,0.37,0.072,48.0,0.9949,10.9,6
8.3,0.22,0.38,0.054,32.0,1.0002,9.7,5
6.4,0.3,0.51,0.048,62.0,0.9942,9.1,6
7.5,0.19,0.34,0.037,33.0,0.9923,11.1,7
8.8,0.33,0.44,0.024,9.0,0.9917,12.6,7
6.9,0.2,0.36,0.031,38.0,0.9931,11.0,6
8.0,0.37,0.32,0.04,32.0,0.992,11.3,7
8.3,0.22,0.38,0.054,32.0,1.0002,9.7,5
8.2,0.29,0.33,0.036,28.0,0.9953,10.9,7
7.7,0.34,0.3,0.048,25.0,0.9951,10.9,5
6.2,0.55,0.45,0.049,27.0,0.9974,9.3,6
6.4,0.4,0.19,0.033,28.0,0.9904,12.7,7
7.5,0.28,0.33,0.048,42.0,0.9974,10.1,6
7.8,0.26,0.44,0.037,43.0,0.9944,10.0,5
6.5,0.26,0.34,0.051,56.0,1.0004,9.8,5
6.3,0.34,0.29,0.046,29.0,0.9952,10.1,6
6.8,0.15,0.33,0.059,31.0,0.9956,9.0,7
6.3,0.27,0.25,0.038,52.0,0.995,9.4,6
6.3,0.27,0.25,0.038,52.0,0.995,9.4,6
7.4,0.2,0.37,0.048,43.0,0.9995,9.2,6
6.3,0.23,0.21,0.035,29.0,0.9942,10.1,7
7.4,0.2,0.37,0.048,43.0,0.9995,9.2,6
7.0,0.17,0.33,0.034,17.0,0.9934,10.6,7
7.2,0.21,0.35,0.048,35.0,0.9982,8.9,6
7.1,0.21,0.4,0.069,24.0,0.9928,10.6,6
8.4,0.17,0.31,0.038,29.0,0.9945,10.6,7
7.4,0.24,0.31,0.045,52.0,0.9963,8.8,5
6.5,0.28,0.26,0.04,44.0,0.9956,10.2,6
6.3,0.23,0.21,0.035,29.0,0.9942,10.1,7
6.5,0.29,0.25,0.039,32.0,0.9962,10.1,6
5.8,0.29,0.21,0.025,12.0,0.9894,14.0,7
6.3,0.27,0.25,0.038,52.0,0.995,9.4,6
6.3,0.17,0.42,0.028,45.0,0.9908,11.8,6
6.3,0.16,0.4,0.033,59.0,0.9914,11.4,5
7.9,0.29,0.39,0.036,6.0,0.9938,10.7,5
5.5,0.32,0.45,0.028,25.0,0.9922,11.5,7
7.2,0.37,0.15,0.029,27.0,0.9903,12.6,7
6.1,0.29,0.27,0.024,13.0,0.9893,12.6,7
9.2,0.22,0.4,0.054,18.0,0.9952,9.3,4
7.2,0.37,0.15,0.029,27.0,0.9903,12.6,7
8.0,0.18,0.37,0.04,15.0,0.9912,12.1,6
6.5,0.22,0.34,0.053,55.0,0.9983,9.9,6
7.4,0.18,0.4,0.047,22.0,0.9937,10.7,5
6.5,0.52,0.17,0.047,5.0,0.9932,10.0,4
5.9,0.415,0.13,0.04,11.0,0.9922,10.5,5
8.1,0.45,0.34,0.037,33.0,0.9976,9.7,5
5.8,0.415,0.13,0.04,11.0,0.9922,10.5,5
6.4,0.5,0.16,0.042,26.0,0.9974,9.0,5
6.7,0.105,0.32,0.051,34.0,0.998,9.2,6
6.0,0.4,0.3,0.047,30.0,0.9931,10.1,6
6.6,0.25,0.39,0.04,40.0,0.9911,11.4,7
9.6,0.23,0.4,0.044,19.0,0.9937,10.9,5
6.3,0.55,0.45,0.047,33.0,0.9974,9.2,6
6.5,0.115,0.29,0.038,73.0,0.989,12.9,7
6.4,0.125,0.29,0.042,24.0,0.992,12.0,7
5.7,0.1,0.27,0.047,21.0,0.9928,9.5,5
7.9,0.25,0.29,0.031,33.0,0.9918,11.8,7
6.9,0.2,0.28,0.048,36.0,0.9936,9.1,6
6.9,0.23,0.34,0.047,24.0,0.9944,9.7,6
6.8,0.39,0.31,0.043,28.0,0.9988,9.1,5
8.7,0.22,0.42,0.053,27.0,0.994,10.0,5
7.4,0.41,0.34,0.042,19.0,0.9953,10.4,5
6.7,0.25,0.34,0.048,30.0,0.9986,9.5,6
9.2,0.28,0.46,0.058,39.0,0.996,9.5,5
9.0,0.31,0.49,0.034,26.0,0.9937,11.5,5
8.5,0.16,0.33,0.076,17.0,0.9921,10.6,6
9.3,0.34,0.49,0.052,30.0,0.998,10.2,5
9.2,0.28,0.46,0.058,39.0,0.996,9.5,5
7.2,0.24,0.3,0.048,27.0,0.9933,10.5,5
7.2,0.25,0.32,0.047,27.0,0.9933,10.5,5
6.8,0.32,0.18,0.041,71.0,0.9959,8.9,5
9.1,0.27,0.32,0.031,15.0,0.9936,10.6,5
8.9,0.34,0.32,0.041,12.0,0.9953,9.5,5
7.0,0.17,0.37,0.025,29.0,0.9938,10.8,6
6.7,0.25,0.23,0.038,61.0,0.9952,9.5,5
6.9,0.32,0.17,0.042,69.0,0.9959,8.9,5
6.8,0.32,0.18,0.041,71.0,0.9959,8.9,5
7.9,0.16,0.3,0.037,37.0,0.9967,9.0,4
7.6,0.33,0.36,0.034,26.0,0.9944,10.5,4
7.8,0.3,0.29,0.054,23.0,0.9998,9.0,6
7.8,0.3,0.29,0.054,23.0,0.9998,9.0,6
7.8,0.3,0.29,0.054,23.0,0.9998,9.0,6
7.8,0.3,0.29,0.054,23.0,0.9998,9.0,6
6.6,0.25,0.41,0.043,29.0,0.9946,10.2,7
8.2,0.23,0.49,0.057,15.0,0.9928,10.4,6
6.0,0.24,0.32,0.03,34.0,0.9946,10.4,5
6.1,0.45,0.27,0.039,13.0,0.9927,9.5,5
7.4,0.23,0.43,0.044,22.0,0.9938,10.6,6
7.2,0.2,0.38,0.037,21.0,0.9918,11.0,5
7.7,0.25,0.43,0.062,20.0,0.9966,9.9,6
8.2,0.61,0.45,0.03,15.0,0.9954,9.6,5
7.6,0.21,0.44,0.036,10.0,0.9913,12.8,6
7.4,0.22,0.33,0.045,31.0,0.9931,11.4,5
7.2,0.26,0.26,0.036,49.0,0.9986,10.0,6
6.4,0.25,0.41,0.042,57.0,0.9965,9.1,5
6.3,0.32,0.35,0.039,29.0,0.9984,9.4,7
6.8,0.25,0.29,0.042,19.0,0.9952,10.2,6
7.2,0.2,0.25,0.044,31.0,0.9949,9.4,5
8.2,0.61,0.45,0.03,15.0,0.9954,9.6,5
7.5,0.42,0.45,0.029,20.0,0.996,10.1,6
7.4,0.22,0.33,0.045,31.0,0.9931,11.4,5
6.4,0.26,0.3,0.025,33.0,0.992,10.6,6
7.9,0.46,0.32,0.033,40.0,0.9912,12.8,7
7.5,0.32,0.37,0.048,22.0,0.9938,9.3,5
7.1,0.21,0.3,0.037,45.0,0.9932,9.9,6
7.6,0.26,0.47,0.068,5.0,0.9944,9.6,5
7.6,0.21,0.44,0.036,10.0,0.9913,12.8,6
6.9,0.25,0.26,0.024,36.0,0.9948,10.7,7
7.1,0.26,0.32,0.074,29.0,0.998,9.2,6
7.3,0.22,0.4,0.042,44.5,0.9998,9.1,7
6.2,0.37,0.22,0.025,36.0,0.9964,9.6,6
7.9,0.22,0.45,0.038,53.0,0.9992,9.2,6
6.9,0.25,0.26,0.024,36.0,0.9948,10.7,7
7.3,0.22,0.4,0.042,44.5,0.9998,9.1,7
7.1,0.26,0.32,0.074,29.0,0.998,9.2,6
7.4,0.25,0.37,0.02,14.0,0.9939,10.7,7
6.8,0.18,0.37,0.027,37.0,0.992,10.8,6
7.0,0.17,0.37,0.028,26.0,0.9922,10.8,7
6.4,0.3,0.38,0.046,35.0,0.9955,9.0,5
5.0,0.33,0.16,0.049,10.0,0.9917,10.7,6
5.0,0.33,0.16,0.049,10.0,0.9917,10.7,6
8.9,0.33,0.32,0.047,11.0,0.9954,9.4,5
7.0,0.26,0.46,0.037,61.0,0.9986,8.8,6
6.4,0.3,0.38,0.046,35.0,0.9955,9.0,5
6.3,0.21,0.4,0.031,48.0,0.9917,11.5,6
8.0,0.23,0.46,0.03,30.0,0.9907,12.5,6
9.2,0.28,0.41,0.042,14.0,0.9922,10.5,6
7.3,0.27,0.39,0.064,28.0,0.9958,9.7,5
7.6,0.32,0.36,0.04,32.0,0.993,11.3,6
5.0,0.33,0.16,0.049,10.0,0.9917,10.7,6
8.0,0.28,0.42,0.045,41.0,0.9959,10.6,5
6.4,0.23,0.33,0.044,15.5,0.992,11.0,6
5.9,0.4,0.32,0.034,50.0,0.992,12.5,7
7.6,0.28,0.39,0.038,21.0,0.994,10.0,6
8.0,0.28,0.42,0.045,41.0,0.9959,10.6,5
7.2,0.23,0.39,0.033,29.0,0.9908,12.3,7
6.8,0.32,0.37,0.023,19.0,0.9902,12.7,6
7.2,0.23,0.39,0.033,29.0,0.9908,12.3,7
6.9,0.18,0.38,0.039,20.0,0.9943,10.5,5
9.4,0.26,0.53,0.047,25.0,0.9921,12.5,6
7.3,0.29,0.3,0.043,46.0,0.9986,8.7,6
7.9,0.41,0.37,0.03,40.0,0.992,12.4,7
7.9,0.44,0.37,0.033,27.0,0.992,12.6,7
7.7,0.39,0.3,0.037,29.0,0.9943,11.0,6
7.7,0.26,0.31,0.043,47.0,0.9937,10.1,6
7.8,0.32,0.31,0.036,46.0,0.993,10.5,5
6.8,0.32,0.37,0.023,19.0,0.9902,12.7,6
7.3,0.24,0.39,0.024,35.0,0.9928,10.9,5
7.1,0.44,0.37,0.041,35.0,0.9896,13.5,7
7.9,0.14,0.28,0.041,44.0,0.9954,9.2,6
7.4,0.18,0.42,0.036,33.0,0.9938,10.6,7
8.1,0.43,0.42,0.033,36.0,0.9918,13.3,7
7.1,0.44,0.37,0.041,35.0,0.9896,13.5,7
